OrderID,CustomerID,OrderDate,LocationID,ProductID,Quantity,TotalPrice,OrderStatus
2340,116,2023-04-08 11:00:00,10,7,6,323.92,Completed
2341,228,2023-04-08 12:00:00,46,77,19,390.59,Completed
2342,145,2023-04-08 13:00:00,39,23,7,257.8,Cancelled
2343,759,2023-04-08 14:00:00,13,73,13,104.95,Completed
2344,168,2023-04-08 15:00:00,5,126,15,226.51,Cancelled
2345,818,2023-04-08 16:00:00,18,172,18,351.01,Completed
2346,76,2023-04-08 17:00:00,14,177,19,78.91,Cancelled
2347,540,2023-04-08 18:00:00,21,101,19,24.7,Pending
2348,994,2023-04-08 19:00:00,14,69,4,223.38,Completed
2349,298,2023-04-08 20:00:00,29,73,13,462.84,Cancelled
2350,761,2023-04-08 21:00:00,48,85,16,488.71,Cancelled
2351,933,2023-04-08 22:00:00,30,15,3,336.95,Completed
2352,501,2023-04-08 23:00:00,37,95,2,277.39,Pending
2353,274,2023-04-09 00:00:00,48,155,7,364.66,Pending
2354,84,2023-04-09 01:00:00,39,199,8,152.8,Completed
2355,16,2023-04-09 02:00:00,6,189,9,140.95,Cancelled
2356,753,2023-04-09 03:00:00,21,6,12,424.48,Pending
2357,492,2023-04-09 04:00:00,34,169,1,387.74,Completed
2358,108,2023-04-09 05:00:00,36,140,10,386.73,Pending
2359,489,2023-04-09 06:00:00,38,149,8,55.13,Pending
2360,516,2023-04-09 07:00:00,31,30,9,123.98,Pending
2361,412,2023-04-09 08:00:00,39,80,13,353.39,Completed
2362,577,2023-04-09 09:00:00,6,152,1,420.69,Pending
2363,575,2023-04-09 10:00:00,10,64,7,246.78,Completed
2364,665,2023-04-09 11:00:00,8,123,10,148.91,Pending
2365,733,2023-04-09 12:00:00,24,124,1,195.75,Completed
2366,936,2023-04-09 13:00:00,11,118,2,412.19,Pending
2367,327,2023-04-09 14:00:00,48,188,17,329.09,Completed
2368,598,2023-04-09 15:00:00,43,71,17,120.46,Cancelled
2369,808,2023-04-09 16:00:00,32,38,14,237.17,Cancelled
2370,483,2023-04-09 17:00:00,45,135,12,230.48,Completed
2371,480,2023-04-09 18:00:00,48,83,17,195.07,Pending
2372,6,2023-04-09 19:00:00,48,109,10,390.37,Cancelled
2373,331,2023-04-09 20:00:00,30,52,16,252.42,Pending
2374,53,2023-04-09 21:00:00,4,25,13,427.65,Pending
2375,653,2023-04-09 22:00:00,29,67,9,470.62,Completed
2376,227,2023-04-09 23:00:00,44,65,5,327.88,Completed
2377,754,2023-04-10 00:00:00,35,140,14,261.71,Pending
2378,269,2023-04-10 01:00:00,21,190,10,422.74,Cancelled
2379,764,2023-04-10 02:00:00,44,113,8,186.62,Cancelled
2380,730,2023-04-10 03:00:00,39,22,14,306.78,Completed
2381,772,2023-04-10 04:00:00,46,57,4,217.67,Pending
2382,90,2023-04-10 05:00:00,38,74,11,210.46,Pending
2383,471,2023-04-10 06:00:00,10,28,17,235.83,Pending
2384,304,2023-04-10 07:00:00,25,157,16,470.18,Pending
2385,234,2023-04-10 08:00:00,19,176,15,428.45,Completed
2386,947,2023-04-10 09:00:00,43,142,19,119.5,Cancelled
2387,577,2023-04-10 10:00:00,16,200,10,413.82,Completed
2388,1000,2023-04-10 11:00:00,24,97,6,215.87,Cancelled
2389,951,2023-04-10 12:00:00,12,111,5,223.82,Cancelled
2390,884,2023-04-10 13:00:00,20,88,19,279.05,Pending
2391,343,2023-04-10 14:00:00,27,32,2,263.3,Completed
2392,737,2023-04-10 15:00:00,26,6,6,347.87,Cancelled
2393,541,2023-04-10 16:00:00,17,150,5,52.84,Cancelled
2394,157,2023-04-10 17:00:00,31,190,13,333.79,Pending
2395,905,2023-04-10 18:00:00,35,153,13,311.15,Cancelled
2396,565,2023-04-10 19:00:00,13,74,14,140.42,Completed
2397,263,2023-04-10 20:00:00,46,50,8,211.53,Completed
2398,148,2023-04-10 21:00:00,27,72,19,392.79,Pending
2399,330,2023-04-10 22:00:00,14,102,17,324.07,Pending
2400,289,2023-04-10 23:00:00,47,189,18,378.07,Pending
2401,639,2023-04-11 00:00:00,42,59,14,412.46,Completed
2402,25,2023-04-11 01:00:00,40,150,5,6.52,Completed
2403,176,2023-04-11 02:00:00,9,126,6,187.62,Pending
2404,344,2023-04-11 03:00:00,36,160,6,209.36,Cancelled
2405,832,2023-04-11 04:00:00,20,95,4,265.91,Cancelled
2406,792,2023-04-11 05:00:00,27,188,7,40.83,Cancelled
2407,392,2023-04-11 06:00:00,12,93,11,340.44,Cancelled
2408,699,2023-04-11 07:00:00,16,4,19,336.93,Cancelled
2409,142,2023-04-11 08:00:00,19,104,13,297.31,Completed
2410,868,2023-04-11 09:00:00,21,112,2,477.13,Pending
2411,234,2023-04-11 10:00:00,30,15,12,156.53,Pending
2412,226,2023-04-11 11:00:00,39,113,15,66.62,Cancelled
2413,838,2023-04-11 12:00:00,39,14,19,350.62,Pending
2414,147,2023-04-11 13:00:00,38,23,11,25.41,Cancelled
2415,499,2023-04-11 14:00:00,16,40,19,97.2,Pending
2416,623,2023-04-11 15:00:00,15,76,13,80.99,Pending
2417,502,2023-04-11 16:00:00,37,115,6,78.61,Cancelled
2418,851,2023-04-11 17:00:00,23,92,8,352.99,Pending
2419,978,2023-04-11 18:00:00,25,179,9,188.72,Completed
2420,26,2023-04-11 19:00:00,35,8,6,12.06,Completed
2421,513,2023-04-11 20:00:00,7,14,17,138.43,Pending
2422,431,2023-04-11 21:00:00,2,130,6,215.25,Cancelled
2423,34,2023-04-11 22:00:00,32,111,14,188.93,Pending
2424,390,2023-04-11 23:00:00,23,100,13,133.75,Completed
2425,36,2023-04-12 00:00:00,3,174,1,45.97,Pending
2426,980,2023-04-12 01:00:00,39,134,8,337.77,Completed
2427,649,2023-04-12 02:00:00,37,105,10,412.62,Cancelled
2428,233,2023-04-12 03:00:00,35,31,14,261.19,Completed
2429,271,2023-04-12 04:00:00,46,181,6,18.57,Completed
2430,209,2023-04-12 05:00:00,13,107,7,487.5,Cancelled
2431,512,2023-04-12 06:00:00,36,116,10,365.23,Completed
2432,719,2023-04-12 07:00:00,8,145,2,387.95,Cancelled
2433,919,2023-04-12 08:00:00,32,48,1,97.18,Completed
2434,719,2023-04-12 09:00:00,15,2,12,360.47,Cancelled
2435,210,2023-04-12 10:00:00,20,196,5,237.8,Cancelled
2436,141,2023-04-12 11:00:00,21,8,19,427.13,Completed
2437,298,2023-04-12 12:00:00,8,107,8,96.61,Completed
2438,159,2023-04-12 13:00:00,5,20,5,50.25,Completed
2439,56,2023-04-12 14:00:00,29,141,6,123.55,Pending
2440,431,2023-04-12 15:00:00,1,123,10,128.81,Pending
2441,923,2023-04-12 16:00:00,45,147,6,388.13,Completed
2442,361,2023-04-12 17:00:00,44,84,5,399.72,Cancelled
2443,244,2023-04-12 18:00:00,9,27,4,300.1,Cancelled
2444,54,2023-04-12 19:00:00,1,84,15,179.2,Cancelled
2445,738,2023-04-12 20:00:00,20,167,8,110.62,Pending
2446,252,2023-04-12 21:00:00,17,103,15,436.47,Pending
2447,268,2023-04-12 22:00:00,30,158,4,363.51,Cancelled
2448,132,2023-04-12 23:00:00,7,6,5,349.22,Pending
2449,611,2023-04-13 00:00:00,22,32,13,12.44,Cancelled
2450,529,2023-04-13 01:00:00,43,45,17,295.69,Pending
2451,824,2023-04-13 02:00:00,33,32,18,277.47,Pending
2452,234,2023-04-13 03:00:00,42,30,10,429.59,Completed
2453,726,2023-04-13 04:00:00,17,62,10,45.92,Cancelled
2454,869,2023-04-13 05:00:00,3,60,7,399.01,Cancelled
2455,984,2023-04-13 06:00:00,13,98,3,243.87,Cancelled
2456,667,2023-04-13 07:00:00,12,81,2,42.03,Completed
2457,648,2023-04-13 08:00:00,41,178,3,326.45,Completed
2458,666,2023-04-13 09:00:00,40,157,9,288.38,Cancelled
2459,892,2023-04-13 10:00:00,23,116,15,329.68,Completed
2460,404,2023-04-13 11:00:00,3,43,9,39.14,Cancelled
2461,703,2023-04-13 12:00:00,44,71,3,462.61,Completed
2462,261,2023-04-13 13:00:00,46,138,16,213.4,Pending
2463,791,2023-04-13 14:00:00,46,134,3,287.39,Pending
2464,952,2023-04-13 15:00:00,25,64,5,38.6,Cancelled
2465,566,2023-04-13 16:00:00,8,31,17,240.44,Completed
2466,293,2023-04-13 17:00:00,17,153,6,59.94,Completed
2467,529,2023-04-13 18:00:00,38,42,16,140.89,Completed
2468,785,2023-04-13 19:00:00,20,55,16,326.02,Pending
2469,934,2023-04-13 20:00:00,49,109,19,25.75,Pending
2470,945,2023-04-13 21:00:00,14,106,8,483.42,Cancelled
2471,24,2023-04-13 22:00:00,27,39,5,309.2,Completed
2472,380,2023-04-13 23:00:00,1,113,19,424.68,Pending
2473,49,2023-04-14 00:00:00,37,116,9,230.64,Pending
2474,587,2023-04-14 01:00:00,38,154,5,439.51,Cancelled
2475,473,2023-04-14 02:00:00,46,10,9,202.23,Cancelled
2476,181,2023-04-14 03:00:00,10,7,14,97.54,Pending
2477,835,2023-04-14 04:00:00,11,139,11,329.62,Completed
2478,221,2023-04-14 05:00:00,30,77,11,492.57,Completed
2479,72,2023-04-14 06:00:00,18,168,4,69.92,Cancelled
2480,798,2023-04-14 07:00:00,9,189,13,31.29,Pending
2481,44,2023-04-14 08:00:00,49,89,2,103.41,Completed
2482,541,2023-04-14 09:00:00,44,167,7,379.23,Completed
2483,18,2023-04-14 10:00:00,19,65,3,181.09,Pending
2484,351,2023-04-14 11:00:00,34,5,4,138.14,Completed
2485,901,2023-04-14 12:00:00,30,116,14,241.56,Pending
2486,908,2023-04-14 13:00:00,5,44,13,104.52,Completed
2487,971,2023-04-14 14:00:00,16,36,15,80.03,Completed
2488,261,2023-04-14 15:00:00,49,156,4,270.12,Completed
2489,154,2023-04-14 16:00:00,17,80,11,184.97,Completed
2490,68,2023-04-14 17:00:00,49,85,17,389.04,Cancelled
2491,82,2023-04-14 18:00:00,13,148,6,209.49,Completed
2492,503,2023-04-14 19:00:00,1,173,13,180.39,Pending
2493,990,2023-04-14 20:00:00,41,59,19,246.25,Pending
2494,320,2023-04-14 21:00:00,38,50,8,377.37,Cancelled
2495,660,2023-04-14 22:00:00,18,14,17,263.83,Pending
2496,521,2023-04-14 23:00:00,33,149,5,246.0,Completed
2497,729,2023-04-15 00:00:00,44,199,17,125.07,Completed
2498,63,2023-04-15 01:00:00,3,42,14,408.62,Completed
2499,428,2023-04-15 02:00:00,19,120,8,209.29,Pending
2500,922,2023-04-15 03:00:00,13,179,18,117.75,Pending
2501,541,2023-04-15 04:00:00,22,139,10,362.9,Completed
2502,190,2023-04-15 05:00:00,6,135,12,481.07,Cancelled
2503,157,2023-04-15 06:00:00,17,121,1,164.44,Cancelled
2504,725,2023-04-15 07:00:00,28,60,9,187.52,Cancelled
2505,416,2023-04-15 08:00:00,5,134,13,91.92,Pending
2506,706,2023-04-15 09:00:00,17,129,13,267.56,Completed
2507,126,2023-04-15 10:00:00,3,65,17,263.51,Cancelled
2508,54,2023-04-15 11:00:00,43,114,1,135.27,Completed
2509,537,2023-04-15 12:00:00,11,135,9,25.51,Completed
2510,159,2023-04-15 13:00:00,12,108,17,237.75,Cancelled
2511,672,2023-04-15 14:00:00,17,11,5,323.62,Cancelled
2512,459,2023-04-15 15:00:00,25,128,6,62.13,Pending
2513,875,2023-04-15 16:00:00,21,109,14,367.7,Completed
2514,76,2023-04-15 17:00:00,12,73,2,462.89,Cancelled
2515,588,2023-04-15 18:00:00,39,59,8,378.01,Completed
2516,909,2023-04-15 19:00:00,39,10,3,491.32,Completed
2517,812,2023-04-15 20:00:00,35,42,18,98.66,Completed
2518,600,2023-04-15 21:00:00,29,99,12,27.15,Completed
2519,888,2023-04-15 22:00:00,16,56,19,294.51,Pending
2520,421,2023-04-15 23:00:00,32,99,17,41.8,Pending
2521,601,2023-04-16 00:00:00,36,83,5,378.01,Pending
2522,313,2023-04-16 01:00:00,19,112,6,494.51,Pending
2523,560,2023-04-16 02:00:00,30,27,10,408.21,Completed
2524,771,2023-04-16 03:00:00,23,121,9,243.16,Completed
2525,249,2023-04-16 04:00:00,18,84,19,36.1,Pending
2526,292,2023-04-16 05:00:00,39,1,8,296.27,Pending
2527,305,2023-04-16 06:00:00,38,146,15,15.97,Pending
2528,373,2023-04-16 07:00:00,9,46,16,94.81,Pending
2529,952,2023-04-16 08:00:00,5,12,10,90.68,Cancelled
2530,159,2023-04-16 09:00:00,42,4,2,247.4,Pending
2531,182,2023-04-16 10:00:00,41,79,19,332.7,Cancelled
2532,385,2023-04-16 11:00:00,48,109,17,95.41,Pending
2533,967,2023-04-16 12:00:00,20,78,3,93.6,Completed
2534,685,2023-04-16 13:00:00,33,160,3,176.82,Completed
2535,98,2023-04-16 14:00:00,39,94,9,281.98,Completed
2536,387,2023-04-16 15:00:00,22,86,3,78.65,Completed
2537,626,2023-04-16 16:00:00,19,179,4,74.61,Completed
2538,668,2023-04-16 17:00:00,44,139,18,307.96,Pending
2539,540,2023-04-16 18:00:00,23,30,4,298.61,Completed
2540,180,2023-04-16 19:00:00,6,157,8,478.6,Completed
2541,97,2023-04-16 20:00:00,38,41,7,363.96,Cancelled
2542,814,2023-04-16 21:00:00,33,48,3,83.05,Pending
2543,969,2023-04-16 22:00:00,21,104,17,314.58,Cancelled
2544,923,2023-04-16 23:00:00,28,197,18,76.37,Cancelled
2545,719,2023-04-17 00:00:00,3,34,11,436.67,Completed
2546,597,2023-04-17 01:00:00,31,34,13,239.77,Pending
2547,575,2023-04-17 02:00:00,40,39,14,271.85,Cancelled
2548,262,2023-04-17 03:00:00,17,67,18,333.58,Pending
2549,858,2023-04-17 04:00:00,17,125,8,224.18,Completed
2550,374,2023-04-17 05:00:00,44,167,17,343.24,Cancelled
2551,810,2023-04-17 06:00:00,5,9,15,280.28,Pending
2552,700,2023-04-17 07:00:00,33,136,3,467.08,Pending
2553,830,2023-04-17 08:00:00,13,34,19,167.43,Cancelled
2554,993,2023-04-17 09:00:00,12,116,7,422.21,Completed
2555,983,2023-04-17 10:00:00,1,177,5,427.91,Cancelled
2556,259,2023-04-17 11:00:00,17,46,11,311.4,Cancelled
2557,34,2023-04-17 12:00:00,34,94,9,324.98,Cancelled
2558,324,2023-04-17 13:00:00,37,74,17,169.82,Completed
2559,433,2023-04-17 14:00:00,43,39,15,73.16,Completed
2560,161,2023-04-17 15:00:00,30,6,2,234.36,Cancelled
2561,245,2023-04-17 16:00:00,22,53,3,191.72,Completed
2562,664,2023-04-17 17:00:00,3,48,17,400.97,Completed
2563,495,2023-04-17 18:00:00,11,65,6,366.84,Pending
2564,656,2023-04-17 19:00:00,45,190,11,158.19,Completed
2565,17,2023-04-17 20:00:00,38,115,8,340.42,Cancelled
2566,504,2023-04-17 21:00:00,1,13,15,309.18,Pending
2567,863,2023-04-17 22:00:00,31,29,14,128.9,Pending
2568,59,2023-04-17 23:00:00,25,76,6,312.81,Pending
2569,764,2023-04-18 00:00:00,19,4,17,336.48,Completed
2570,901,2023-04-18 01:00:00,33,140,10,454.67,Completed
2571,814,2023-04-18 02:00:00,47,102,10,465.6,Cancelled
2572,889,2023-04-18 03:00:00,8,102,18,173.31,Pending
2573,27,2023-04-18 04:00:00,45,91,13,10.7,Completed
2574,265,2023-04-18 05:00:00,8,102,8,219.68,Completed
2575,310,2023-04-18 06:00:00,44,13,13,195.91,Completed
2576,66,2023-04-18 07:00:00,7,52,5,76.16,Completed
2577,721,2023-04-18 08:00:00,42,87,5,255.62,Pending
2578,416,2023-04-18 09:00:00,19,112,19,126.95,Cancelled
2579,912,2023-04-18 10:00:00,15,88,7,329.5,Completed
2580,330,2023-04-18 11:00:00,26,120,5,480.23,Pending
2581,88,2023-04-18 12:00:00,28,42,17,158.35,Completed
2582,910,2023-04-18 13:00:00,29,192,1,175.27,Cancelled
2583,679,2023-04-18 14:00:00,46,53,7,68.4,Pending
2584,832,2023-04-18 15:00:00,42,5,15,226.34,Cancelled
2585,848,2023-04-18 16:00:00,23,156,14,87.87,Pending
2586,278,2023-04-18 17:00:00,11,133,9,456.84,Pending
2587,144,2023-04-18 18:00:00,21,173,13,8.81,Cancelled
2588,784,2023-04-18 19:00:00,42,37,11,373.86,Pending
2589,152,2023-04-18 20:00:00,28,31,17,344.62,Cancelled
2590,113,2023-04-18 21:00:00,15,18,10,11.73,Cancelled
2591,841,2023-04-18 22:00:00,3,19,17,92.22,Cancelled
2592,613,2023-04-18 23:00:00,48,72,19,202.42,Cancelled
2593,636,2023-04-19 00:00:00,26,158,14,442.26,Completed
2594,617,2023-04-19 01:00:00,43,47,1,397.59,Cancelled
2595,818,2023-04-19 02:00:00,38,69,16,84.5,Pending
2596,907,2023-04-19 03:00:00,6,95,19,391.07,Cancelled
2597,999,2023-04-19 04:00:00,17,188,11,57.18,Completed
2598,848,2023-04-19 05:00:00,4,29,5,467.87,Completed
2599,205,2023-04-19 06:00:00,41,104,2,54.42,Cancelled
2600,222,2023-04-19 07:00:00,32,34,3,399.12,Completed
2601,569,2023-04-19 08:00:00,48,20,2,226.83,Pending
2602,413,2023-04-19 09:00:00,48,84,16,264.59,Completed
2603,556,2023-04-19 10:00:00,24,31,9,154.73,Pending
2604,389,2023-04-19 11:00:00,3,170,9,224.55,Cancelled
2605,287,2023-04-19 12:00:00,11,1,19,367.3,Pending
2606,629,2023-04-19 13:00:00,24,35,14,470.1,Cancelled
2607,324,2023-04-19 14:00:00,49,45,17,390.7,Pending
2608,417,2023-04-19 15:00:00,26,185,10,124.75,Cancelled
2609,433,2023-04-19 16:00:00,32,108,2,442.84,Pending
2610,291,2023-04-19 17:00:00,31,20,2,329.45,Completed
2611,660,2023-04-19 18:00:00,29,13,7,102.45,Cancelled
2612,457,2023-04-19 19:00:00,4,115,19,223.98,Completed
2613,211,2023-04-19 20:00:00,3,114,2,232.5,Completed
2614,156,2023-04-19 21:00:00,42,27,6,462.98,Completed
2615,814,2023-04-19 22:00:00,49,154,7,121.84,Pending
2616,981,2023-04-19 23:00:00,22,14,2,249.17,Cancelled
2617,69,2023-04-20 00:00:00,4,172,19,136.79,Completed
2618,774,2023-04-20 01:00:00,18,17,4,135.08,Pending
2619,862,2023-04-20 02:00:00,40,103,11,286.46,Cancelled
2620,615,2023-04-20 03:00:00,17,123,14,261.74,Completed
2621,136,2023-04-20 04:00:00,35,187,16,159.87,Pending
2622,831,2023-04-20 05:00:00,47,95,12,82.85,Completed
2623,935,2023-04-20 06:00:00,49,143,5,177.66,Cancelled
2624,835,2023-04-20 07:00:00,2,99,19,365.88,Cancelled
2625,958,2023-04-20 08:00:00,19,174,12,449.52,Cancelled
2626,335,2023-04-20 09:00:00,20,183,18,305.21,Cancelled
2627,371,2023-04-20 10:00:00,39,89,19,324.22,Cancelled
2628,697,2023-04-20 11:00:00,33,149,12,444.22,Completed
2629,306,2023-04-20 12:00:00,39,67,13,91.91,Completed
2630,624,2023-04-20 13:00:00,24,11,18,272.06,Completed
2631,47,2023-04-20 14:00:00,15,171,5,85.17,Cancelled
2632,67,2023-04-20 15:00:00,12,133,2,11.59,Completed
2633,91,2023-04-20 16:00:00,15,194,9,411.8,Cancelled
2634,269,2023-04-20 17:00:00,40,165,4,221.22,Cancelled
2635,608,2023-04-20 18:00:00,40,73,8,179.59,Pending
2636,469,2023-04-20 19:00:00,17,99,3,52.07,Pending
2637,982,2023-04-20 20:00:00,31,139,6,331.78,Completed
2638,299,2023-04-20 21:00:00,22,75,19,147.21,Pending
2639,219,2023-04-20 22:00:00,18,66,16,221.37,Completed
2640,685,2023-04-20 23:00:00,4,140,8,186.37,Cancelled
2641,739,2023-04-21 00:00:00,19,68,4,442.46,Cancelled
2642,928,2023-04-21 01:00:00,44,163,1,293.07,Pending
2643,535,2023-04-21 02:00:00,40,55,7,261.86,Pending
2644,373,2023-04-21 03:00:00,27,143,1,299.95,Pending
2645,750,2023-04-21 04:00:00,7,58,18,45.78,Completed
2646,969,2023-04-21 05:00:00,36,100,5,153.46,Completed
2647,398,2023-04-21 06:00:00,47,155,19,322.69,Cancelled
2648,855,2023-04-21 07:00:00,32,96,6,114.04,Cancelled
2649,489,2023-04-21 08:00:00,17,74,8,348.43,Pending
2650,893,2023-04-21 09:00:00,15,5,8,270.35,Cancelled
2651,457,2023-04-21 10:00:00,13,112,16,349.76,Completed
2652,614,2023-04-21 11:00:00,18,97,7,205.69,Completed
2653,138,2023-04-21 12:00:00,14,67,11,380.43,Cancelled
2654,160,2023-04-21 13:00:00,33,78,11,481.93,Cancelled
2655,417,2023-04-21 14:00:00,4,165,3,419.02,Cancelled
2656,296,2023-04-21 15:00:00,40,155,14,369.88,Cancelled
2657,524,2023-04-21 16:00:00,48,121,2,53.59,Cancelled
2658,59,2023-04-21 17:00:00,42,75,18,291.5,Cancelled
2659,690,2023-04-21 18:00:00,38,198,10,256.77,Pending
2660,831,2023-04-21 19:00:00,33,184,5,422.44,Completed
2661,266,2023-04-21 20:00:00,44,90,4,178.09,Cancelled
2662,612,2023-04-21 21:00:00,41,51,15,230.94,Completed
2663,322,2023-04-21 22:00:00,42,109,6,383.25,Pending
2664,969,2023-04-21 23:00:00,37,12,5,263.97,Cancelled
2665,809,2023-04-22 00:00:00,35,77,3,61.2,Pending
2666,872,2023-04-22 01:00:00,22,126,8,118.77,Pending
2667,984,2023-04-22 02:00:00,42,154,7,159.77,Pending
2668,554,2023-04-22 03:00:00,47,86,6,219.35,Pending
2669,113,2023-04-22 04:00:00,37,124,6,452.37,Cancelled
2670,492,2023-04-22 05:00:00,46,55,15,113.19,Cancelled
2671,829,2023-04-22 06:00:00,12,49,19,234.49,Pending
2672,220,2023-04-22 07:00:00,47,39,13,374.76,Cancelled
2673,614,2023-04-22 08:00:00,9,20,13,193.9,Pending
2674,276,2023-04-22 09:00:00,34,162,3,275.93,Pending
2675,156,2023-04-22 10:00:00,15,172,5,483.83,Pending
2676,94,2023-04-22 11:00:00,31,114,11,233.25,Completed
2677,86,2023-04-22 12:00:00,14,71,14,66.98,Pending
2678,834,2023-04-22 13:00:00,33,98,9,458.55,Cancelled
2679,329,2023-04-22 14:00:00,24,134,3,67.34,Cancelled
2680,972,2023-04-22 15:00:00,15,68,4,14.28,Pending
2681,999,2023-04-22 16:00:00,15,200,13,13.06,Pending
2682,926,2023-04-22 17:00:00,26,5,16,329.73,Pending
2683,86,2023-04-22 18:00:00,17,111,11,185.23,Cancelled
2684,415,2023-04-22 19:00:00,2,135,11,232.25,Pending
2685,137,2023-04-22 20:00:00,12,16,17,495.82,Completed
2686,893,2023-04-22 21:00:00,19,2,11,100.84,Cancelled
2687,319,2023-04-22 22:00:00,33,40,15,139.95,Completed
2688,480,2023-04-22 23:00:00,4,47,19,8.96,Pending
2689,192,2023-04-23 00:00:00,23,159,13,64.57,Cancelled
2690,870,2023-04-23 01:00:00,18,58,7,450.61,Pending
2691,853,2023-04-23 02:00:00,21,20,16,313.25,Cancelled
2692,838,2023-04-23 03:00:00,46,47,10,326.31,Pending
2693,3,2023-04-23 04:00:00,27,72,10,265.64,Completed
2694,739,2023-04-23 05:00:00,5,27,6,19.16,Cancelled
2695,84,2023-04-23 06:00:00,11,169,10,91.9,Cancelled
2696,742,2023-04-23 07:00:00,36,72,13,40.62,Completed
2697,534,2023-04-23 08:00:00,24,173,15,333.94,Pending
2698,734,2023-04-23 09:00:00,49,175,1,55.15,Cancelled
2699,665,2023-04-23 10:00:00,19,19,19,7.84,Completed
2700,82,2023-04-23 11:00:00,37,83,2,155.63,Pending
2701,249,2023-04-23 12:00:00,39,48,17,28.72,Completed
2702,325,2023-04-23 13:00:00,18,168,2,235.75,Pending
2703,625,2023-04-23 14:00:00,38,166,3,284.31,Cancelled
2704,799,2023-04-23 15:00:00,23,162,11,273.87,Pending
2705,84,2023-04-23 16:00:00,26,90,15,338.8,Pending
2706,397,2023-04-23 17:00:00,20,75,7,248.1,Cancelled
2707,814,2023-04-23 18:00:00,45,97,4,274.79,Pending
2708,576,2023-04-23 19:00:00,26,147,18,293.86,Pending
2709,209,2023-04-23 20:00:00,19,75,17,215.26,Pending
2710,553,2023-04-23 21:00:00,15,115,4,360.75,Cancelled
2711,467,2023-04-23 22:00:00,10,76,12,490.47,Pending
2712,992,2023-04-23 23:00:00,6,128,4,302.67,Cancelled
2713,319,2023-04-24 00:00:00,34,196,16,286.34,Pending
2714,860,2023-04-24 01:00:00,22,196,1,411.94,Pending
2715,466,2023-04-24 02:00:00,32,170,4,242.59,Completed
2716,656,2023-04-24 03:00:00,39,20,15,280.05,Completed
2717,96,2023-04-24 04:00:00,8,200,3,403.99,Cancelled
2718,110,2023-04-24 05:00:00,8,59,12,424.7,Cancelled
2719,159,2023-04-24 06:00:00,40,117,5,412.66,Pending
2720,790,2023-04-24 07:00:00,7,191,3,38.16,Completed
2721,116,2023-04-24 08:00:00,46,179,4,258.79,Completed
2722,53,2023-04-24 09:00:00,46,163,8,79.12,Cancelled
2723,455,2023-04-24 10:00:00,32,135,4,231.66,Cancelled
2724,396,2023-04-24 11:00:00,44,130,8,267.17,Completed
2725,167,2023-04-24 12:00:00,35,137,14,419.15,Pending
2726,53,2023-04-24 13:00:00,23,7,7,29.08,Completed
2727,233,2023-04-24 14:00:00,11,155,10,481.68,Completed
2728,876,2023-04-24 15:00:00,12,155,12,290.7,Completed
2729,861,2023-04-24 16:00:00,10,185,14,84.02,Cancelled
2730,79,2023-04-24 17:00:00,4,193,14,455.2,Cancelled
2731,161,2023-04-24 18:00:00,35,196,4,154.43,Pending
2732,25,2023-04-24 19:00:00,46,48,19,455.34,Completed
2733,933,2023-04-24 20:00:00,15,55,9,338.16,Cancelled
2734,940,2023-04-24 21:00:00,19,100,19,203.96,Completed
2735,997,2023-04-24 22:00:00,18,3,7,387.44,Cancelled
2736,172,2023-04-24 23:00:00,45,21,13,380.45,Pending
2737,521,2023-04-25 00:00:00,47,137,9,158.44,Completed
2738,125,2023-04-25 01:00:00,19,86,13,156.56,Cancelled
2739,426,2023-04-25 02:00:00,46,82,4,399.43,Pending
2740,853,2023-04-25 03:00:00,18,144,8,405.93,Completed
2741,883,2023-04-25 04:00:00,7,81,5,52.34,Pending
2742,729,2023-04-25 05:00:00,20,94,19,38.25,Cancelled
2743,365,2023-04-25 06:00:00,37,12,7,346.67,Completed
2744,821,2023-04-25 07:00:00,1,127,14,222.87,Pending
2745,889,2023-04-25 08:00:00,19,154,13,160.12,Completed
2746,340,2023-04-25 09:00:00,4,66,10,298.07,Completed
2747,146,2023-04-25 10:00:00,25,15,4,14.65,Pending
2748,290,2023-04-25 11:00:00,41,171,15,219.01,Completed
2749,211,2023-04-25 12:00:00,26,109,3,16.29,Cancelled
2750,472,2023-04-25 13:00:00,10,31,6,117.19,Completed
2751,939,2023-04-25 14:00:00,10,80,10,409.56,Cancelled
2752,519,2023-04-25 15:00:00,37,47,14,409.13,Completed
2753,446,2023-04-25 16:00:00,16,40,1,276.52,Pending
2754,72,2023-04-25 17:00:00,18,98,12,246.24,Pending
2755,532,2023-04-25 18:00:00,27,65,17,192.28,Completed
2756,232,2023-04-25 19:00:00,20,172,3,323.83,Pending
2757,569,2023-04-25 20:00:00,21,42,12,372.37,Completed
2758,518,2023-04-25 21:00:00,20,199,18,155.74,Completed
2759,971,2023-04-25 22:00:00,26,87,11,495.78,Completed
2760,599,2023-04-25 23:00:00,21,47,11,66.57,Pending
2761,312,2023-04-26 00:00:00,29,140,18,129.12,Cancelled
2762,202,2023-04-26 01:00:00,3,48,15,472.93,Completed
2763,791,2023-04-26 02:00:00,35,99,9,53.84,Cancelled
2764,793,2023-04-26 03:00:00,34,85,4,449.87,Completed
2765,317,2023-04-26 04:00:00,32,80,8,386.89,Completed
2766,618,2023-04-26 05:00:00,26,101,3,336.48,Pending
